Name                                                                                                                       Coverage           
        AppErrorTests.testFromHTTPForbidden()                                                                              0.00% (0/4)        
        AppErrorTests.testFromHTTPNotFound()                                                                               0.00% (0/4)        
        AppErrorTests.testFromHTTPConflict()                                                                               0.00% (0/4)        
        AppErrorTests.testFromHTTPRateLimit()                                                                              0.00% (0/4)        
        AppErrorTests.testFromHTTPServerError()                                                                            0.00% (0/4)        
        AppErrorTests.testFromHTTPUnknownStatus()                                                                          0.00% (0/4)        
        AppErrorTests.testErrorDescription()                                                                               0.00% (0/8)        
        AppErrorTests.testRecoverySuggestionRetryable()                                                                    0.00% (0/7)        
        AppErrorTests.testRecoverySuggestionNoConnection()                                                                 0.00% (0/7)        
        AppErrorTests.testRecoverySuggestionValidation()                                                                   0.00% (0/7)        
        AppErrorTests.testCustomStringDescription()                                                                        0.00% (0/7)        
        AppErrorTests.testDescriptionWithUnderlyingError()                                                                 0.00% (0/7)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/Domain/UserTests.swift                                     0.00% (0/215)      
        UserTests.testUserInitialization()                                                                                 0.00% (0/27)       
        UserTests.testUserInitializationWithDefaults()                                                                     0.00% (0/12)       
        UserTests.testFullName()                                                                                           0.00% (0/4)        
        UserTests.testInitials()                                                                                           0.00% (0/4)        
        UserTests.testInitialsSingleChar()                                                                                 0.00% (0/4)        
        UserTests.testInitialsLowercase()                                                                                  0.00% (0/4)        
        UserTests.testEqualitySameId()                                                                                     0.00% (0/7)        
        UserTests.testInequalityDifferentId()                                                                              0.00% (0/6)        
        UserTests.testHashSameId()                                                                                         0.00% (0/7)        
        UserTests.testUsersInSet()                                                                                         0.00% (0/8)        
        UserTests.testEncoding()                                                                                           0.00% (0/14)       
        UserTests.testDecoding()                                                                                           0.00% (0/21)       
        UserTests.testToDTO()                                                                                              0.00% (0/17)       
        UserTests.testToDTOEmptyAvatar()                                                                                   0.00% (0/12)       
        UserTests.testFromDTO()                                                                                            0.00% (0/17)       
        UserTests.testFromDTOWithoutID()                                                                                   0.00% (0/15)       
        UserTests.testMockUser()                                                                                           0.00% (0/9)        
        UserTests.testMockUserCustom()                                                                                     0.00% (0/7)        
        UserTests.testMockUsers()                                                                                          0.00% (0/10)       
        UserTests.testSendableConformance()                                                                                0.00% (0/7)        
        closure #1 in UserTests.testSendableConformance()                                                                  0.00% (0/3)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/Mocks/MockUserRepository.swift                             0.00% (0/114)      
        variable initialization expression of MockUserRepository.users                                                     0.00% (0/1)        
        variable initialization expression of MockUserRepository.getUsersCallCount                                         0.00% (0/1)        
        variable initialization expression of MockUserRepository.createUserCallCount                                       0.00% (0/1)        
        variable initialization expression of MockUserRepository.updateUserCallCount                                       0.00% (0/1)        
        variable initialization expression of MockUserRepository.deleteUserCallCount                                       0.00% (0/1)        
        MockUserRepository.getUsers()                                                                                      0.00% (0/7)        
        MockUserRepository.getUsers(page:perPage:)                                                                         0.00% (0/28)       
        MockUserRepository.getUser(id:)                                                                                    0.00% (0/12)       
        closure #1 in MockUserRepository.getUser(id:)                                                                      0.00% (0/1)        
        MockUserRepository.createUser(_:)                                                                                  0.00% (0/9)        
        MockUserRepository.updateUser(_:)                                                                                  0.00% (0/12)       
        closure #1 in MockUserRepository.updateUser(_:)                                                                    0.00% (0/1)        
        MockUserRepository.deleteUser(_:)                                                                                  0.00% (0/8)        
        closure #1 in MockUserRepository.deleteUser(_:)                                                                    0.00% (0/1)        
        MockUserRepository.searchUsers(query:)                                                                             0.00% (0/10)       
        closure #1 in MockUserRepository.searchUsers(query:)                                                               0.00% (0/4)        
        implicit closure #1 in closure #1 in MockUserRepository.searchUsers(query:)                                        0.00% (0/1)        
        MockUserRepository.refreshUsers()                                                                                  0.00% (0/7)        
        MockUserRepository.reset()                                                                                         0.00% (0/8)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/Presentation/UserListViewModelTests.swift                  0.00% (0/460)      
        variable initialization expression of UserListViewModelTests.EffectCapture.effects                                 0.00% (0/1)        
        UserListViewModelTests.EffectCapture.capture(_:)                                                                   0.00% (0/3)        
        UserListViewModelTests.testInitialization()                                                                        0.00% (0/14)       
        UserListViewModelTests.testLoadInitialSuccess()                                                                    0.00% (0/24)       
        closure #1 in UserListViewModelTests.testLoadInitialSuccess()                                                      0.00% (0/4)        
        closure #2 in UserListViewModelTests.testLoadInitialSuccess()                                                      0.00% (0/3)        
        UserListViewModelTests.testLoadInitialError()                                                                      0.00% (0/30)       
        closure #1 in UserListViewModelTests.testLoadInitialError()                                                        0.00% (0/4)        
        closure #2 in UserListViewModelTests.testLoadInitialError()                                                        0.00% (0/3)        
        implicit closure #1 in UserListViewModelTests.testLoadInitialError()                                               0.00% (0/1)        
        UserListViewModelTests.testLoadNextPage()                                                                          0.00% (0/26)       
        closure #1 in UserListViewModelTests.testLoadNextPage()                                                            0.00% (0/4)        
        closure #2 in UserListViewModelTests.testLoadNextPage()                                                            0.00% (0/3)        
        UserListViewModelTests.testLoadNextPageNoMore()                                                                    0.00% (0/21)       
        closure #1 in UserListViewModelTests.testLoadNextPageNoMore()                                                      0.00% (0/3)        
        closure #2 in UserListViewModelTests.testLoadNextPageNoMore()                                                      0.00% (0/3)        
        UserListViewModelTests.testRefresh()                                                                               0.00% (0/32)       
        closure #1 in UserListViewModelTests.testRefresh()                                                                 0.00% (0/3)        
        closure #2 in UserListViewModelTests.testRefresh()                                                                 0.00% (0/3)        
        implicit closure #1 in UserListViewModelTests.testRefresh()                                                        0.00% (0/1)        
        closure #3 in UserListViewModelTests.testRefresh()                                                                 0.00% (0/6)        
        UserListViewModelTests.testSearch()                                                                                0.00% (0/24)       
        closure #1 in UserListViewModelTests.testSearch()                                                                  0.00% (0/3)        
        closure #2 in UserListViewModelTests.testSearch()                                                                  0.00% (0/3)        
        UserListViewModelTests.testSearchEmpty()                                                                           0.00% (0/22)       
        closure #1 in UserListViewModelTests.testSearchEmpty()                                                             0.00% (0/3)        
        closure #2 in UserListViewModelTests.testSearchEmpty()                                                             0.00% (0/3)        
        UserListViewModelTests.testDeleteUser()                                                                            0.00% (0/33)       
        closure #1 in UserListViewModelTests.testDeleteUser()                                                              0.00% (0/3)        
        closure #2 in UserListViewModelTests.testDeleteUser()                                                              0.00% (0/3)        
        implicit closure #1 in UserListViewModelTests.testDeleteUser()                                                     0.00% (0/1)        
        closure #3 in UserListViewModelTests.testDeleteUser()                                                              0.00% (0/6)        
        UserListViewModelTests.testSelectUser()                                                                            0.00% (0/16)       
        implicit closure #1 in UserListViewModelTests.testSelectUser()                                                     0.00% (0/1)        
        UserListViewModelTests.testRetry()                                                                                 0.00% (0/32)       
        closure #1 in UserListViewModelTests.testRetry()                                                                   0.00% (0/3)        
        closure #2 in UserListViewModelTests.testRetry()                                                                   0.00% (0/3)        
        UserListViewModelTests.testDisplayedUsers()                                                                        0.00% (0/4)        
        UserListViewModelTests.testIsSearching()                                                                           0.00% (0/7)        
        UserListViewModelTests.testEmptyStateMessage()                                                                     0.00% (0/12)       
        UserListViewModelTests.testUpdatePendingChangesCount()                                                             0.00% (0/7)        
        variable initialization expression of MockUserService.usersToReturn                                                0.00% (0/1)        
        variable initialization expression of MockUserService.searchResults                                                0.00% (0/1)        
        variable initialization expression of MockUserService.hasMorePages                                                 0.00% (0/1)        
        variable initialization expression of MockUserService.currentPageReturned                                          0.00% (0/1)        
        MockUserService.getUsers()                                                                                         0.00% (0/6)        
        MockUserService.getUsers(page:perPage:)                                                                            0.00% (0/18)       
        implicit closure #1 in MockUserService.getUsers(page:perPage:)                                                     0.00% (0/1)        
        MockUserService.getUser(id:)                                                                                       0.00% (0/6)        
        closure #1 in MockUserService.getUser(id:)                                                                         0.00% (0/1)        
        implicit closure #1 in MockUserService.getUser(id:)                                                                0.00% (0/1)        
        MockUserService.createUser(_:)                                                                                     0.00% (0/6)        
        MockUserService.updateUser(_:)                                                                                     0.00% (0/6)        
        MockUserService.deleteUser(_:)                                                                                     0.00% (0/6)        
        closure #1 in MockUserService.deleteUser(_:)                                                                       0.00% (0/1)        
        MockUserService.searchUsers(query:)                                                                                0.00% (0/10)       
        closure #1 in MockUserService.searchUsers(query:)                                                                  0.00% (0/5)        
        implicit closure #1 in closure #1 in MockUserService.searchUsers(query:)                                           0.00% (0/1)        
        implicit closure #2 in closure #1 in MockUserService.searchUsers(query:)                                           0.00% (0/1)        
        MockUserService.refreshUsers()                                                                                     0.00% (0/6)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/Presentation/UserFormViewModelTests.swift                  0.00% (0/362)      
        UserFormViewModelTests.testInitializationCreateMode()                                                              0.00% (0/12)       
        UserFormViewModelTests.testInitializationEditMode()                                                                0.00% (0/18)       
        UserFormViewModelTests.testUpdateFirstName()                                                                       0.00% (0/11)       
        UserFormViewModelTests.testUpdateFirstNameValidation()                                                             0.00% (0/11)       
        UserFormViewModelTests.testUpdateLastName()                                                                        0.00% (0/11)       
        UserFormViewModelTests.testUpdateEmail()                                                                           0.00% (0/11)       
        UserFormViewModelTests.testUpdateEmailValidation()                                                                 0.00% (0/11)       
        UserFormViewModelTests.testUpdateAvatar()                                                                          0.00% (0/7)        
        UserFormViewModelTests.testValidateAll()                                                                           0.00% (0/13)       
        UserFormViewModelTests.testIsSaveEnabled()                                                                         0.00% (0/13)       
        UserFormViewModelTests.testIsSaveEnabledInvalid()                                                                  0.00% (0/13)       
        UserFormViewModelTests.testSubmitCreate()                                                                          0.00% (0/48)       
        closure #1 in UserFormViewModelTests.testSubmitCreate()                                                            0.00% (0/4)        
        closure #2 in UserFormViewModelTests.testSubmitCreate()                                                            0.00% (0/3)        
        closure #3 in UserFormViewModelTests.testSubmitCreate()                                                            0.00% (0/4)        
        UserFormViewModelTests.testSubmitEdit()                                                                            0.00% (0/44)       
        closure #1 in UserFormViewModelTests.testSubmitEdit()                                                              0.00% (0/4)        
        closure #2 in UserFormViewModelTests.testSubmitEdit()                                                              0.00% (0/3)        
        closure #3 in UserFormViewModelTests.testSubmitEdit()                                                              0.00% (0/3)        
        UserFormViewModelTests.testSubmitError()                                                                           0.00% (0/54)       
        closure #1 in UserFormViewModelTests.testSubmitError()                                                             0.00% (0/4)        
        closure #2 in UserFormViewModelTests.testSubmitError()                                                             0.00% (0/3)        
        closure #3 in UserFormViewModelTests.testSubmitError()                                                             0.00% (0/3)        
        UserFormViewModelTests.testSubmitInvalid()                                                                         0.00% (0/28)       
        closure #1 in UserFormViewModelTests.testSubmitInvalid()                                                           0.00% (0/3)        
        closure #2 in UserFormViewModelTests.testSubmitInvalid()                                                           0.00% (0/3)        
        UserFormViewModelTests.testModeProperties()                                                                        0.00% (0/10)       
        expectation(description:)                                                                                          0.00% (0/3)        
        variable initialization expression of XCTestExpectation.isFulfilled                                                0.00% (0/1)        
        XCTestExpectation.init(description:)                                                                               0.00% (0/3)        
        XCTestExpectation.fulfill()                                                                                        0.00% (0/3)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/Presentation/MainViewModelTests.swift                      0.00% (0/258)      
        variable initialization expression of MainViewModelTests.MockUserService.users                                     0.00% (0/1)        
        variable initialization expression of MainViewModelTests.MockUserService.getUsersCallCount                         0.00% (0/1)        
        MainViewModelTests.MockUserService.getUsers()                                                                      0.00% (0/7)        
        MainViewModelTests.MockUserService.getUsers(page:perPage:)                                                         0.00% (0/3)        
        MainViewModelTests.MockUserService.getUser(id:)                                                                    0.00% (0/3)        
        MainViewModelTests.MockUserService.createUser(_:)                                                                  0.00% (0/3)        
        MainViewModelTests.MockUserService.updateUser(_:)                                                                  0.00% (0/3)        
        MainViewModelTests.MockUserService.deleteUser(_:)                                                                  0.00% (0/3)        
        MainViewModelTests.MockUserService.searchUsers(query:)                                                             0.00% (0/3)        
        closure #1 in MainViewModelTests.MockUserService.searchUsers(query:)                                               0.00% (0/1)        
        implicit closure #1 in closure #1 in MainViewModelTests.MockUserService.searchUsers(query:)                        0.00% (0/1)        
        MainViewModelTests.MockUserService.refreshUsers()                                                                  0.00% (0/7)        
        MainViewModelTests.testInitialization()                                                                            0.00% (0/10)       
        MainViewModelTests.testLoadDataSuccess()                                                                           0.00% (0/26)       
        closure #1 in MainViewModelTests.testLoadDataSuccess()                                                             0.00% (0/4)        
        closure #2 in MainViewModelTests.testLoadDataSuccess()                                                             0.00% (0/3)        
        MainViewModelTests.testLoadDataError()                                                                             0.00% (0/30)       
        closure #1 in MainViewModelTests.testLoadDataError()                                                               0.00% (0/4)        
        closure #2 in MainViewModelTests.testLoadDataError()                                                               0.00% (0/3)        
        MainViewModelTests.testRetry()                                                                                     0.00% (0/22)       
        closure #1 in MainViewModelTests.testRetry()                                                                       0.00% (0/4)        
        closure #2 in MainViewModelTests.testRetry()                                                                       0.00% (0/3)        
        MainViewModelTests.testNavigateToUserList()                                                                        0.00% (0/24)       
        closure #1 in MainViewModelTests.testNavigateToUserList()                                                          0.00% (0/4)        
        closure #2 in MainViewModelTests.testNavigateToUserList()                                                          0.00% (0/3)        
        MainViewModelTests.testNavigateToSettings()                                                                        0.00% (0/24)       
        closure #1 in MainViewModelTests.testNavigateToSettings()                                                          0.00% (0/4)        
        closure #2 in MainViewModelTests.testNavigateToSettings()                                                          0.00% (0/3)        
        MainViewModelTests.testCanNavigateWhileLoading()                                                                   0.00% (0/26)       
        closure #1 in MainViewModelTests.testCanNavigateWhileLoading()                                                     0.00% (0/4)        
        closure #2 in MainViewModelTests.testCanNavigateWhileLoading()                                                     0.00% (0/3)        
        MainViewModelTests.testHasErrorProperty()                                                                          0.00% (0/9)        
        MainViewModelTests.testCanNavigateProperty()                                                                       0.00% (0/9)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/arcana_iosTests.swift                                      0.00% (0/3)        
        arcana_iosTests.example()                                                                                          0.00% (0/3)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/Core/ExtensionsTests.swift                                 0.00% (0/219)      
        ExtensionsTests.testDateRelativeFormat()                                                                           0.00% (0/10)       
        ExtensionsTests.testDateShortFormat()                                                                              0.00% (0/9)        
        ExtensionsTests.testDateFullFormat()                                                                               0.00% (0/9)        
        ExtensionsTests.testStringIsValidEmail()                                                                           0.00% (0/8)        
        ExtensionsTests.testStringTrimmed()                                                                                0.00% (0/6)        
        ExtensionsTests.testStringIsBlank()                                                                                0.00% (0/7)        
        ExtensionsTests.testArrayRemoveById()                                                                              0.00% (0/10)       
        ExtensionsTests.testArrayUpdate()                                                                                  0.00% (0/16)       
        ExtensionsTests.testArrayUpdateNotFound()                                                                          0.00% (0/15)       
        ExtensionsTests.testArrayFind()                                                                                    0.00% (0/9)        
        ExtensionsTests.testArrayFindNonExistent()                                                                         0.00% (0/7)        
        ExtensionsTests.testTaskSleep()                                                                                    0.00% (0/9)        
        ExtensionsTests.testBindingIgnoreNil()                                                                             0.00% (0/15)       
        closure #1 in ExtensionsTests.testBindingIgnoreNil()                                                               0.00% (0/1)        
        closure #2 in ExtensionsTests.testBindingIgnoreNil()                                                               0.00% (0/1)        
        ExtensionsTests.testBindingIgnoreNilWithValue()                                                                    0.00% (0/11)       
        closure #1 in ExtensionsTests.testBindingIgnoreNilWithValue()                                                      0.00% (0/1)        
        closure #2 in ExtensionsTests.testBindingIgnoreNilWithValue()                                                      0.00% (0/1)        
        ExtensionsTests.testPublisherAsync()                                                                               0.00% (0/14)       
        closure #1 in ExtensionsTests.testPublisherAsync()                                                                 0.00% (0/3)        
        ExtensionsTests.testPublisherAsyncError()                                                                          0.00% (0/19)       
        closure #1 in ExtensionsTests.testPublisherAsyncError()                                                            0.00% (0/3)        
        ExtensionsTests.testViewExtensionsExist()                                                                          0.00% (0/20)       
        body.getter in TestView #1 in ExtensionsTests.testViewExtensionsExist()                                            0.00% (0/9)        
        closure #1 in body.getter in TestView #1 in ExtensionsTests.testViewExtensionsExist()                              0.00% (0/3)        
        closure #2 in body.getter in TestView #1 in ExtensionsTests.testViewExtensionsExist()                              0.00% (0/3)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/Domain/UserValidatorTests.swift                            0.00% (0/250)      
        UserValidatorTests.testValidEmails()                                                                               0.00% (0/16)       
        UserValidatorTests.testEmptyEmail()                                                                                0.00% (0/9)        
        UserValidatorTests.testEmailTooLong()                                                                              0.00% (0/15)       
        UserValidatorTests.testInvalidEmailFormats()                                                                       0.00% (0/18)       
        UserValidatorTests.testValidNames()                                                                                0.00% (0/16)       
        UserValidatorTests.testEmptyName()                                                                                 0.00% (0/9)        
        UserValidatorTests.testWhitespaceOnlyName()                                                                        0.00% (0/9)        
        UserValidatorTests.testNameTooLong()                                                                               0.00% (0/15)       
        UserValidatorTests.testInvalidNameCharacters()                                                                     0.00% (0/17)       
        UserValidatorTests.testValidUserValidation()                                                                       0.00% (0/12)       
        UserValidatorTests.testUserInvalidEmail()                                                                          0.00% (0/13)       
        UserValidatorTests.testUserInvalidFirstName()                                                                      0.00% (0/13)       
        UserValidatorTests.testUserInvalidLastName()                                                                       0.00% (0/13)       
        UserValidatorTests.testValidateForCreate()                                                                         0.00% (0/12)       
        UserValidatorTests.testValidateForUpdate()                                                                         0.00% (0/12)       
        UserValidatorTests.testValidateEmailFieldValid()                                                                   0.00% (0/6)        
        UserValidatorTests.testValidateEmailFieldInvalid()                                                                 0.00% (0/6)        
        UserValidatorTests.testValidateNameFieldValid()                                                                    0.00% (0/6)        
        UserValidatorTests.testValidateNameFieldInvalid()                                                                  0.00% (0/6)        
        UserValidatorTests.testValidationErrorToAppError()                                                                 0.00% (0/7)        
        UserValidatorTests.testRequiredFieldErrorToAppError()                                                              0.00% (0/6)        
        UserValidatorTests.testFieldTooLongErrorToAppError()                                                               0.00% (0/7)        
        UserValidatorTests.testInvalidFormatErrorToAppError()                                                              0.00% (0/7)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/Domain/UserServiceImplTests.swift                          0.00% (0/243)      
        UserServiceImplTests.makeTestDependencies()                                                                        0.00% (0/10)       
        UserServiceImplTests.testGetUsers()                                                                                0.00% (0/9)        
        UserServiceImplTests.testGetUsersAnalytics()                                                                       0.00% (0/10)       
        UserServiceImplTests.testGetUsersError()                                                                           0.00% (0/12)       
        UserServiceImplTests.testGetUsersPaginated()                                                                       0.00% (0/10)       
        UserServiceImplTests.testGetUsersPaginatedAnalytics()                                                              0.00% (0/11)       
        UserServiceImplTests.testGetUser()                                                                                 0.00% (0/9)        
        UserServiceImplTests.testGetUserAnalytics()                                                                        0.00% (0/10)       
        UserServiceImplTests.testCreateUser()                                                                              0.00% (0/9)        
        UserServiceImplTests.testCreateUserInvalidEmail()                                                                  0.00% (0/11)       
        UserServiceImplTests.testCreateUserInvalidFirstName()                                                              0.00% (0/11)       
        UserServiceImplTests.testCreateUserSuccessAnalytics()                                                              0.00% (0/9)        
        UserServiceImplTests.testCreateUserFailureAnalytics()                                                              0.00% (0/12)       
        UserServiceImplTests.testUpdateUser()                                                                              0.00% (0/10)       
        UserServiceImplTests.testUpdateUserInvalid()                                                                       0.00% (0/11)       
        UserServiceImplTests.testUpdateUserAnalytics()                                                                     0.00% (0/9)        
        UserServiceImplTests.testDeleteUser()                                                                              0.00% (0/10)       
        UserServiceImplTests.testDeleteUserAnalytics()                                                                     0.00% (0/9)        
        UserServiceImplTests.testDeleteUserFailure()                                                                       0.00% (0/12)       
        UserServiceImplTests.testSearchUsers()                                                                             0.00% (0/12)       
        UserServiceImplTests.testSearchUsersAnalytics()                                                                    0.00% (0/8)        
        UserServiceImplTests.testRefreshUsers()                                                                            0.00% (0/9)        
        UserServiceImplTests.testRefreshUsersAnalytics()                                                                   0.00% (0/9)        
        UserServiceImplTests.testRefreshUsersFailure()                                                                     0.00% (0/11)       
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosTests/Core/AnalyticsTests.swift                                  0.00% (0/108)      
        AnalyticsEventTests.testScreenEventCategory()                                                                      0.00% (0/5)        
        AnalyticsEventTests.testUserActionEventCategory()                                                                  0.00% (0/5)        
        AnalyticsEventTests.testNetworkEventCategory()                                                                     0.00% (0/5)        
        AnalyticsEventTests.testSyncEventCategory()                                                                        0.00% (0/5)        
        AnalyticsEventTests.testCacheEventCategory()                                                                       0.00% (0/5)        
        AnalyticsEventTests.testErrorEventCategory()                                                                       0.00% (0/5)        
        AnalyticsEventTests.testOfflineEventCategory()                                                                     0.00% (0/4)        
        AnalyticsEventTests.testSessionEventCategory()                                                                     0.00% (0/5)        
        AnalyticsEventTests.testListEventCategory()                                                                        0.00% (0/5)        
        AnalyticsEventTests.testPerformanceEventCategory()                                                                 0.00% (0/4)        
        AnalyticsEventTests.testAnalyticsEventDataInit()                                                                   0.00% (0/13)       
        AnalyticsEventTests.testAnalyticsEventDataEncoding()                                                               0.00% (0/12)       
        AnalyticsEventTests.testAnalyticsEventDataDecoding()                                                               0.00% (0/19)       
        AnalyticsEventTests.testAnalyticsEventDataUnknownType()                                                            0.00% (0/16)       
arcana-iosUITests.xctest                                                                                                   83.97% (220/262)   
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosUITests/arcana_iosUITestsLaunchTests.swift                       97.30% (72/74)     
        static arcana_iosUITestsLaunchTests.runsForEachTargetApplicationUIConfiguration.getter                             100.00% (3/3)      
        arcana_iosUITestsLaunchTests.setUpWithError()                                                                      100.00% (3/3)      
        arcana_iosUITestsLaunchTests.testLaunch()                                                                          100.00% (14/14)    
        implicit closure #1 in arcana_iosUITestsLaunchTests.testLaunch()                                                   100.00% (1/1)      
        implicit closure #2 in arcana_iosUITestsLaunchTests.testLaunch()                                                   0.00% (0/1)        
        arcana_iosUITestsLaunchTests.testLaunchAndNavigateToUserList()                                                     100.00% (26/26)    
        implicit closure #1 in arcana_iosUITestsLaunchTests.testLaunchAndNavigateToUserList()                              100.00% (1/1)      
        arcana_iosUITestsLaunchTests.testLaunchWithInteraction()                                                           100.00% (22/22)    
        implicit closure #1 in arcana_iosUITestsLaunchTests.testLaunchWithInteraction()                                    100.00% (1/1)      
        implicit closure #2 in arcana_iosUITestsLaunchTests.testLaunchWithInteraction()                                    100.00% (1/1)      
        implicit closure #3 in arcana_iosUITestsLaunchTests.testLaunchWithInteraction()                                    0.00% (0/1)        
    /Users/jrjohn/Documents/projects/arcana-ios/arcana-iosUITests/arcana_iosUITests.swift                                  78.72% (148/188)   
        arcana_iosUITests.setUpWithError()                                                                                 100.00% (8/8)      
        arcana_iosUITests.tearDownWithError()                                                                              100.00% (3/3)      
        arcana_iosUITests.testMainScreenDisplaysCorrectly()                                                                100.00% (9/9)      
        implicit closure #1 in arcana_iosUITests.testMainScreenDisplaysCorrectly()                                         100.00% (1/1)      
        implicit closure #2 in arcana_iosUITests.testMainScreenDisplaysCorrectly()                                         0.00% (0/1)        
        implicit closure #3 in arcana_iosUITests.testMainScreenDisplaysCorrectly()                                         100.00% (1/1)      
        implicit closure #4 in arcana_iosUITests.testMainScreenDisplaysCorrectly()                                         0.00% (0/1)        
        implicit closure #5 in arcana_iosUITests.testMainScreenDisplaysCorrectly()                                         100.00% (1/1)      
        implicit closure #6 in arcana_iosUITests.testMainScreenDisplaysCorrectly()                                         0.00% (0/1)        
        arcana_iosUITests.testNavigateToUserList()                                                                         100.00% (13/13)    
        implicit closure #1 in arcana_iosUITests.testNavigateToUserList()                                                  100.00% (1/1)      
        implicit closure #2 in arcana_iosUITests.testNavigateToUserList()                                                  0.00% (0/1)        
        implicit closure #3 in arcana_iosUITests.testNavigateToUserList()                                                  100.00% (1/1)      
        implicit closure #4 in arcana_iosUITests.testNavigateToUserList()                                                  0.00% (0/1)        
        arcana_iosUITests.testUserListScreenLoads()                                                                        95.24% (20/21)     
        implicit closure #1 in arcana_iosUITests.testUserListScreenLoads()                                                 100.00% (1/1)      
        implicit closure #2 in arcana_iosUITests.testUserListScreenLoads()                                                 0.00% (0/1)        
        implicit closure #3 in arcana_iosUITests.testUserListScreenLoads()                                                 0.00% (0/1)        
        implicit closure #4 in arcana_iosUITests.testUserListScreenLoads()                                                 100.00% (1/1)      
        implicit closure #5 in implicit closure #4 in arcana_iosUITests.testUserListScreenLoads()                          100.00% (1/1)      
        implicit closure #6 in arcana_iosUITests.testUserListScreenLoads()                                                 0.00% (0/1)        
        arcana_iosUITests.testPullToRefresh()                                                                              55.00% (11/20)     
        implicit closure #1 in arcana_iosUITests.testPullToRefresh()                                                       0.00% (0/1)        
        implicit closure #2 in arcana_iosUITests.testPullToRefresh()                                                       0.00% (0/1)        
        arcana_iosUITests.testSearchFunctionality()                                                                        52.94% (9/17)      
        implicit closure #1 in arcana_iosUITests.testSearchFunctionality()                                                 0.00% (0/2)        
        implicit closure #2 in implicit closure #1 in arcana_iosUITests.testSearchFunctionality()                          0.00% (0/1)        
        implicit closure #3 in arcana_iosUITests.testSearchFunctionality()                                                 0.00% (0/1)        
        arcana_iosUITests.testOfflineModeBanner()                                                                          100.00% (12/12)    
        implicit closure #1 in arcana_iosUITests.testOfflineModeBanner()                                                   100.00% (1/1)      
        implicit closure #2 in arcana_iosUITests.testOfflineModeBanner()                                                   0.00% (0/1)        
        arcana_iosUITests.testAddUserButtonExists()                                                                        94.12% (16/17)     
        implicit closure #1 in arcana_iosUITests.testAddUserButtonExists()                                                 0.00% (0/1)        
        implicit closure #2 in arcana_iosUITests.testAddUserButtonExists()                                                 0.00% (0/1)        
        implicit closure #3 in arcana_iosUITests.testAddUserButtonExists()                                                 100.00% (1/1)      
        implicit closure #4 in implicit closure #3 in arcana_iosUITests.testAddUserButtonExists()                          100.00% (1/1)      
        implicit closure #5 in arcana_iosUITests.testAddUserButtonExists()                                                 0.00% (0/1)        
        arcana_iosUITests.testBackNavigation()                                                                             100.00% (16/16)    
        implicit closure #1 in arcana_iosUITests.testBackNavigation()                                                      100.00% (1/1)      
        implicit closure #2 in arcana_iosUITests.testBackNavigation()                                                      0.00% (0/1)        
        arcana_iosUITests.testAppDoesNotCrashOnLaunch()                                                                    100.00% (8/8)      
        implicit closure #1 in arcana_iosUITests.testAppDoesNotCrashOnLaunch()                                             100.00% (1/1)      
        implicit closure #2 in arcana_iosUITests.testAppDoesNotCrashOnLaunch()                                             0.00% (0/1)        
        implicit closure #3 in arcana_iosUITests.testAppDoesNotCrashOnLaunch()                                             100.00% (1/1)      
        implicit closure #4 in arcana_iosUITests.testAppDoesNotCrashOnLaunch()                                             0.00% (0/1)        
        arcana_iosUITests.testLaunchPerformance()                                                                          100.00% (6/6)      
        closure #1 in arcana_iosUITests.testLaunchPerformance()                                                            100.00% (3/3)      

